,,cycle,cycle,cycle,cycle,cycle,cycle,cycle,cycle,dt_bet,dt_bet,dt_bet,dt_bet,dt_bet,dt_bet,dt_bet,dt_bet
M3,BW2,176.0,215.97727272727272,111.53500178588163,1.0,134.25,219.5,312.25,399.0,176,0 days 00:05:07.727272,0 days 00:02:39.267805,0 days 00:00:10,0 days 00:02:52,0 days 00:05:07,0 days 00:06:49.250000,0 days 00:11:49
M3,F,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:36:08.110000,0 days 00:08:00.323411,0 days 00:22:13,0 days 00:29:32.500000,0 days 00:35:31,0 days 00:42:18.500000,0 days 00:56:53
M3,I,341.0,204.76539589442814,116.70703935208064,1.0,106.0,204.0,307.0,400.0,341,0 days 00:05:50.302052,0 days 00:02:35.753442,0 days 00:00:20,0 days 00:03:51,0 days 00:05:38,0 days 00:07:23,0 days 00:15:29
M3,O,302.0,197.01986754966887,116.95121907802509,2.0,93.25,190.5,299.5,400.0,302,0 days 00:06:03.566225,0 days 00:02:42.249471,0 days 00:00:17,0 days 00:03:56.750000,0 days 00:05:48,0 days 00:07:49.750000,0 days 00:16:17
M4,A,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:09.010000,0 days 00:03:55.746295,0 days 00:05:01,0 days 00:10:16,0 days 00:12:39,0 days 00:15:54,0 days 00:26:11
M4,AE1,283.0,197.65017667844523,112.91803918180526,1.0,96.5,202.0,292.5,400.0,283,0 days 00:05:48.636042,0 days 00:02:30.742694,0 days 00:00:17,0 days 00:03:59,0 days 00:05:29,0 days 00:07:35.500000,0 days 00:15:20
M4,AE2,301.0,205.9435215946844,115.7260564129374,2.0,104.0,206.0,308.0,400.0,301,0 days 00:06:20.478405,0 days 00:02:39.968821,0 days 00:00:34,0 days 00:04:27,0 days 00:06:17,0 days 00:08:09,0 days 00:14:55
M4,AW1,177.0,215.25988700564972,113.49109008874932,5.0,129.0,223.0,309.0,397.0,177,0 days 00:05:01.508474,0 days 00:02:50.900559,0 days 00:00:24,0 days 00:02:44,0 days 00:04:15,0 days 00:07:10,0 days 00:11:56
M4,AW2,159.0,189.74213836477986,115.42015782944128,1.0,90.5,183.0,290.5,398.0,159,0 days 00:05:08.484276,0 days 00:02:38.200955,0 days 00:00:22,0 days 00:02:57.500000,0 days 00:04:51,0 days 00:07:13.500000,0 days 00:11:21
M4,B,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:34.665000,0 days 00:04:09.089384,0 days 00:05:01,0 days 00:10:31.750000,0 days 00:13:05.500000,0 days 00:16:21.500000,0 days 00:25:30
M4,BE1,181.0,199.24309392265192,109.14356762915031,6.0,113.0,203.0,289.0,399.0,181,0 days 00:05:32.723756,0 days 00:02:40.543732,0 days 00:00:19,0 days 00:03:30,0 days 00:05:18,0 days 00:07:24,0 days 00:11:26
M4,BE2,194.0,204.2680412371134,112.75573263819223,2.0,117.0,206.0,294.5,399.0,194,0 days 00:05:08.525773,0 days 00:02:33.922771,0 days 00:00:28,0 days 00:03:05,0 days 00:05:04.500000,0 days 00:06:56.750000,0 days 00:12:43
M4,BW1,284.0,198.03169014084506,118.45735041993564,1.0,91.75,197.5,300.75,400.0,284,0 days 00:05:48.471830,0 days 00:02:36.886071,0 days 00:00:20,0 days 00:03:43,0 days 00:05:34.500000,0 days 00:07:27.250000,0 days 00:13:22
M4,BW2,178.0,203.43820224719101,115.59494398422417,1.0,108.25,213.5,298.75,397.0,178,0 days 00:05:12.404494,0 days 00:02:39.096333,0 days 00:00:34,0 days 00:02:49.750000,0 days 00:05:05.500000,0 days 00:06:56,0 days 00:11:28
M4,F,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:35:55.427500,0 days 00:07:48.999713,0 days 00:20:37,0 days 00:28:53.750000,0 days 00:36:04,0 days 00:41:58,0 days 00:55:58
M4,I,331.0,196.72205438066464,116.64590848664955,1.0,96.5,193.0,298.5,399.0,331,0 days 00:05:53.595166,0 days 00:02:42.961101,0 days 00:00:31,0 days 00:03:56.500000,0 days 00:05:40,0 days 00:07:35.500000,0 days 00:13:23
M4,O,292.0,204.95890410958904,118.60801342354331,2.0,103.75,201.0,310.25,400.0,292,0 days 00:05:55.003424,0 days 00:02:35.198542,0 days 00:00:23,0 days 00:04:00.750000,0 days 00:05:53,0 days 00:07:43.500000,0 days 00:13:36
M5,A,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:05.222500,0 days 00:03:43.875206,0 days 00:05:59,0 days 00:10:24.750000,0 days 00:12:42,0 days 00:15:13.500000,0 days 00:25:34
M5,AE1,286.0,201.5174825174825,117.07046030380724,1.0,100.25,203.5,301.75,400.0,286,0 days 00:05:42.608391,0 days 00:02:23.968468,0 days 00:00:44,0 days 00:03:49.750000,0 days 00:05:45,0 days 00:07:29.750000,0 days 00:12:24
M5,AE2,280.0,202.29642857142858,114.47242857894604,1.0,101.75,203.0,301.25,399.0,280,0 days 00:06:00.803571,0 days 00:02:48.689617,0 days 00:00:34,0 days 00:03:51.500000,0 days 00:05:33.500000,0 days 00:07:51,0 days 00:15:34
M5,AW1,184.0,196.30434782608697,119.01501389701082,2.0,85.0,199.5,299.25,395.0,184,0 days 00:05:21.347826,0 days 00:02:38.909737,0 days 00:00:30,0 days 00:03:14.750000,0 days 00:05:23.500000,0 days 00:07:31.500000,0 days 00:12:14
M5,AW2,190.0,202.2842105263158,112.34834934802238,1.0,105.25,206.0,295.5,400.0,190,0 days 00:04:54.473684,0 days 00:02:24.106210,0 days 00:01:00,0 days 00:03:03.250000,0 days 00:04:36,0 days 00:06:28,0 days 00:12:03
M5,B,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:21.915000,0 days 00:04:08.126660,0 days 00:05:01,0 days 00:10:11.750000,0 days 00:13:09,0 days 00:16:16.500000,0 days 00:26:58
M5,BE1,178.0,196.64044943820224,121.23491201515465,1.0,89.5,178.5,312.75,397.0,178,0 days 00:05:11.713483,0 days 00:02:36.938081,0 days 00:01:04,0 days 00:03:12.250000,0 days 00:04:48.500000,0 days 00:06:44.500000,0 days 00:12:57
M5,BE2,174.0,206.6206896551724,117.29156806610618,12.0,107.75,193.5,318.75,399.0,174,0 days 00:05:16.247126,0 days 00:02:34.523552,0 days 00:00:36,0 days 00:03:15.250000,0 days 00:05:07.500000,0 days 00:07:19.750000,0 days 00:11:20
M5,BW1,304.0,200.5921052631579,113.97593140995937,1.0,100.75,207.0,295.25,400.0,304,0 days 00:05:57.463815,0 days 00:02:28.242059,0 days 00:00:07,0 days 00:04:13.500000,0 days 00:05:46.500000,0 days 00:07:25.500000,0 days 00:13:40
M5,BW2,164.0,197.1829268292683,108.04204226551158,6.0,106.75,192.5,282.25,400.0,164,0 days 00:04:50.231707,0 days 00:02:37.794251,0 days 00:00:21,0 days 00:02:31,0 days 00:04:43,0 days 00:06:41.500000,0 days 00:11:32
M5,F,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:36:27.950000,0 days 00:07:44.050514,0 days 00:19:33,0 days 00:30:21,0 days 00:36:19.500000,0 days 00:42:30.250000,0 days 00:54:01
M5,I,340.0,200.9558823529412,114.99134683662831,1.0,100.5,204.0,298.5,400.0,340,0 days 00:06:03.441176,0 days 00:02:42.243978,0 days 00:00:20,0 days 00:04:04,0 days 00:05:56,0 days 00:08:04.500000,0 days 00:14:35
M5,O,313.0,200.2108626198083,118.35946014029557,1.0,97.0,198.0,302.0,399.0,313,0 days 00:06:13.019169,0 days 00:02:32.181149,0 days 00:00:50,0 days 00:04:20,0 days 00:05:59,0 days 00:07:51,0 days 00:12:28
M6,A,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:07.302500,0 days 00:04:10.326305,0 days 00:04:11,0 days 00:10:08.750000,0 days 00:12:42.500000,0 days 00:15:31,0 days 00:27:07
M6,AE1,278.0,198.61510791366908,114.19471332207254,1.0,101.25,202.5,290.75,398.0,278,0 days 00:05:48.435251,0 days 00:02:32.884991,0 days 00:00:43,0 days 00:03:57,0 days 00:05:37.500000,0 days 00:07:25.750000,0 days 00:13:16
M6,AE2,302.0,193.5430463576159,115.88522418343227,1.0,90.5,194.5,290.75,400.0,302,0 days 00:05:55.158940,0 days 00:02:33.775976,0 days 00:00:37,0 days 00:04:10,0 days 00:05:35.500000,0 days 00:07:38,0 days 00:15:52
M6,AW1,179.0,199.7877094972067,114.98104223224803,2.0,98.5,189.0,307.5,395.0,179,0 days 00:05:02.765363,0 days 00:02:41.609880,0 days 00:00:34,0 days 00:02:56,0 days 00:04:44,0 days 00:06:50.500000,0 days 00:13:50
M6,AW2,177.0,207.76271186440678,114.76804754834227,2.0,109.0,204.0,303.0,399.0,177,0 days 00:05:19.790960,0 days 00:02:37.287180,0 days 00:00:21,0 days 00:03:22,0 days 00:04:54,0 days 00:07:00,0 days 00:12:25
M6,B,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:35.442500,0 days 00:04:04.029285,0 days 00:04:27,0 days 00:10:38.750000,0 days 00:13:17,0 days 00:16:18.500000,0 days 00:26:18
M6,BE1,185.0,197.2,109.86769711596403,5.0,110.0,193.0,292.0,396.0,185,0 days 00:05:10.075675,0 days 00:02:35.647018,0 days 00:00:29,0 days 00:03:12,0 days 00:05:15,0 days 00:06:56,0 days 00:11:43
M6,BE2,180.0,199.84444444444443,116.40992980271427,2.0,97.75,197.5,298.5,399.0,180,0 days 00:05:24.516666,0 days 00:02:31.324043,0 days 00:00:09,0 days 00:03:33.750000,0 days 00:05:17.500000,0 days 00:06:57.500000,0 days 00:11:52
M6,BW1,295.0,200.54237288135593,116.31442286810095,1.0,100.5,202.0,302.0,400.0,295,0 days 00:05:47.664406,0 days 00:02:24.343832,0 days 00:00:47,0 days 00:03:57,0 days 00:05:38,0 days 00:07:20,0 days 00:13:11
M6,BW2,168.0,201.0952380952381,114.83673587024404,3.0,104.75,202.0,300.25,400.0,168,0 days 00:05:09.208333,0 days 00:02:34.525925,0 days 00:00:22,0 days 00:03:14.250000,0 days 00:04:53,0 days 00:06:44.750000,0 days 00:11:33
M6,F,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:36:12.555000,0 days 00:07:38.804567,0 days 00:22:15,0 days 00:29:51.500000,0 days 00:35:56.500000,0 days 00:42:27.250000,0 days 00:54:48
M6,I,340.0,195.97058823529412,114.07084826734535,1.0,98.75,193.5,292.5,400.0,340,0 days 00:05:58.320588,0 days 00:02:34.724458,0 days 00:00:58,0 days 00:04:03,0 days 00:05:53,0 days 00:07:41,0 days 00:13:21
M6,O,288.0,197.80902777777777,117.53105448514225,2.0,93.75,193.5,301.25,400.0,288,0 days 00:06:08.385416,0 days 00:02:31.828692,0 days 00:00:27,0 days 00:04:21,0 days 00:05:53,0 days 00:07:55,0 days 00:13:45
M7,A,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:25.125000,0 days 00:04:14.646621,0 days 00:04:45,0 days 00:10:11.750000,0 days 00:12:59.500000,0 days 00:16:21.250000,0 days 00:25:36
M7,AE1,282.0,199.5921985815603,115.95962149785088,1.0,99.25,200.5,297.75,400.0,282,0 days 00:05:59.322695,0 days 00:02:40.014363,0 days 00:00:12,0 days 00:04:08.250000,0 days 00:05:48.500000,0 days 00:07:38.500000,0 days 00:13:57
M7,AE2,298.0,203.71140939597316,115.27757718675093,1.0,104.25,200.5,306.75,400.0,298,0 days 00:06:02.204697,0 days 00:02:25.248776,0 days 00:00:26,0 days 00:04:23.500000,0 days 00:05:51,0 days 00:07:27.750000,0 days 00:15:08
M7,AW1,181.0,201.29834254143645,115.9303404229061,6.0,101.0,200.0,302.0,395.0,181,0 days 00:05:04.309392,0 days 00:02:34.745107,0 days 00:00:20,0 days 00:03:02,0 days 00:04:54,0 days 00:06:51,0 days 00:10:59
M7,AW2,179.0,197.24022346368716,114.46000897205262,2.0,98.0,200.0,286.0,400.0,179,0 days 00:05:22.368715,0 days 00:02:53.851571,0 days 00:00:19,0 days 00:03:03,0 days 00:05:11,0 days 00:07:45.500000,0 days 00:11:29
M7,B,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:20.167500,0 days 00:04:03.852053,0 days 00:04:37,0 days 00:10:30,0 days 00:12:51.500000,0 days 00:16:07,0 days 00:25:45
M7,BE1,178.0,207.45505617977528,113.41788488906273,1.0,116.25,212.5,301.25,399.0,178,0 days 00:05:18.101123,0 days 00:02:22.171500,0 days 00:00:37,0 days 00:03:34,0 days 00:05:17.500000,0 days 00:06:57,0 days 00:11:15
M7,BE2,175.0,198.11428571428573,118.41641201212757,3.0,95.5,192.0,303.0,398.0,175,0 days 00:05:04.137142,0 days 00:02:36.399111,0 days 00:00:24,0 days 00:02:55.500000,0 days 00:05:05,0 days 00:06:48.500000,0 days 00:11:33
M7,BW1,286.0,199.5174825174825,115.90167358111442,1.0,100.75,201.5,297.25,400.0,286,0 days 00:06:12.510489,0 days 00:02:37.658719,0 days 00:00:27,0 days 00:04:18.500000,0 days 00:05:56,0 days 00:07:51.750000,0 days 00:14:39
M7,BW2,176.0,208.98863636363637,117.8360599009786,1.0,109.75,215.0,313.25,399.0,176,0 days 00:05:06.636363,0 days 00:02:28.120775,0 days 00:00:40,0 days 00:03:01.750000,0 days 00:04:57.500000,0 days 00:06:39.500000,0 days 00:11:31
M7,F,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:36:24.460000,0 days 00:08:06.050987,0 days 00:21:24,0 days 00:29:17.250000,0 days 00:36:07.500000,0 days 00:43:35.250000,0 days 00:54:34
M7,I,341.0,199.52199413489737,115.33137786707319,2.0,102.0,198.0,297.0,399.0,341,0 days 00:05:48.167155,0 days 00:02:39.090627,0 days 00:00:10,0 days 00:03:50,0 days 00:05:29,0 days 00:07:42,0 days 00:14:15
M7,O,309.0,202.29773462783172,115.66951646957799,2.0,100.0,203.0,301.0,400.0,309,0 days 00:06:05.508090,0 days 00:02:31.882529,0 days 00:00:32,0 days 00:04:15,0 days 00:06:00,0 days 00:07:43,0 days 00:14:27
M8,A,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:28.535000,0 days 00:04:03.093500,0 days 00:04:11,0 days 00:10:31.750000,0 days 00:13:06.500000,0 days 00:16:22.750000,0 days 00:24:52
M8,AE1,296.0,197.93243243243242,117.79722089105682,1.0,92.75,190.5,303.25,400.0,296,0 days 00:05:56.635135,0 days 00:02:37.777558,0 days 00:00:26,0 days 00:03:58,0 days 00:05:37.500000,0 days 00:07:38.250000,0 days 00:15:28
M8,AE2,304.0,200.9046052631579,115.95524107394601,1.0,98.75,204.5,300.5,399.0,304,0 days 00:05:59.894736,0 days 00:02:41.260429,0 days 00:00:22,0 days 00:04:01,0 days 00:05:49.500000,0 days 00:07:41.250000,0 days 00:16:53
M8,AW1,173.0,204.71676300578034,110.88615367949707,3.0,113.0,202.0,305.0,400.0,173,0 days 00:05:21.947976,0 days 00:02:30.238309,0 days 00:00:40,0 days 00:03:11,0 days 00:05:15,0 days 00:07:13,0 days 00:12:38
M8,AW2,177.0,210.3502824858757,113.68128000341659,1.0,121.0,209.0,307.0,400.0,177,0 days 00:04:57.994350,0 days 00:02:31.447429,0 days 00:00:10,0 days 00:03:04,0 days 00:04:52,0 days 00:06:44,0 days 00:10:16
M8,B,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:27.912500,0 days 00:04:03.463613,0 days 00:05:33,0 days 00:10:22.750000,0 days 00:13:03,0 days 00:16:19.250000,0 days 00:25:46
M8,BE1,164.0,198.35365853658536,116.63491063644292,1.0,99.75,191.5,304.25,400.0,164,0 days 00:05:01.310975,0 days 00:02:37.726896,0 days 00:00:35,0 days 00:02:45.750000,0 days 00:04:27,0 days 00:06:58.750000,0 days 00:10:51
M8,BE2,177.0,198.36723163841808,117.58196198299254,2.0,97.0,192.0,298.0,400.0,177,0 days 00:04:43.451977,0 days 00:02:21.670910,0 days 00:00:37,0 days 00:02:56,0 days 00:04:24,0 days 00:06:13,0 days 00:12:03
M8,BW1,307.0,198.72638436482086,114.86580713160714,1.0,103.5,197.0,299.5,399.0,307,0 days 00:06:08.657980,0 days 00:02:52.434804,0 days 00:00:20,0 days 00:04:02,0 days 00:05:46,0 days 00:08:18,0 days 00:14:31
M8,BW2,194.0,200.20103092783506,115.42256583352706,1.0,104.0,200.0,301.5,399.0,194,0 days 00:05:03.783505,0 days 00:02:38.894055,0 days 00:00:27,0 days 00:02:55.250000,0 days 00:04:50,0 days 00:06:50.750000,0 days 00:12:14
M8,F,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:36:02.917500,0 days 00:07:44.762143,0 days 00:21:18,0 days 00:29:54.750000,0 days 00:35:44,0 days 00:42:17.500000,0 days 00:56:15
M8,I,332.0,201.09036144578315,113.26595296103362,1.0,103.75,201.0,299.25,399.0,332,0 days 00:05:37.756024,0 days 00:02:38.873633,0 days 00:00:07,0 days 00:03:43.500000,0 days 00:05:30,0 days 00:07:07.250000,0 days 00:14:22
M8,O,296.0,204.92905405405406,115.18553213844785,1.0,104.75,204.0,304.25,400.0,296,0 days 00:05:59.638513,0 days 00:02:33.820391,0 days 00:00:20,0 days 00:04:15.750000,0 days 00:05:40,0 days 00:07:39,0 days 00:13:13
M9,A,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:35.257500,0 days 00:04:07.604616,0 days 00:04:11,0 days 00:10:39.250000,0 days 00:13:13.500000,0 days 00:16:37.250000,0 days 00:26:40
M9,AE1,292.0,204.09246575342465,117.8363724182374,1.0,101.75,202.5,308.25,400.0,292,0 days 00:06:02.119863,0 days 00:02:34.257280,0 days 00:00:56,0 days 00:04:01.750000,0 days 00:05:58,0 days 00:07:40.250000,0 days 00:13:32
M9,AE2,291.0,198.6254295532646,115.23714935942863,1.0,95.5,200.0,298.0,400.0,291,0 days 00:05:57.082474,0 days 00:02:54.656155,0 days 00:00:13,0 days 00:04:00,0 days 00:05:31,0 days 00:07:46,0 days 00:16:38
M9,AW1,173.0,193.90751445086704,110.55269500757224,2.0,102.0,190.0,282.0,399.0,173,0 days 00:05:13.231213,0 days 00:02:28.239528,0 days 00:00:11,0 days 00:03:25,0 days 00:04:57,0 days 00:06:41,0 days 00:11:52
M9,AW2,192.0,195.64583333333334,116.48148666837439,1.0,99.5,186.0,292.5,399.0,192,0 days 00:05:24.291666,0 days 00:02:33.340323,0 days 00:00:37,0 days 00:03:22.250000,0 days 00:05:09.500000,0 days 00:07:01.250000,0 days 00:12:58
M9,B,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:13:05.297500,0 days 00:04:02.627593,0 days 00:04:18,0 days 00:10:08,0 days 00:12:43.500000,0 days 00:15:46.500000,0 days 00:27:25
M9,BE1,173.0,200.20231213872833,116.19735414759667,2.0,107.0,201.0,304.0,400.0,173,0 days 00:04:57.583815,0 days 00:02:37.032029,0 days 00:00:28,0 days 00:02:58,0 days 00:04:38,0 days 00:06:57,0 days 00:11:09
M9,BE2,185.0,196.25405405405405,118.7101205224457,2.0,89.0,193.0,301.0,400.0,185,0 days 00:05:06.394594,0 days 00:02:30.466632,0 days 00:00:19,0 days 00:02:56,0 days 00:05:02,0 days 00:06:56,0 days 00:10:41
M9,BW1,304.0,201.41447368421052,116.28452894090944,1.0,101.5,202.5,301.25,400.0,304,0 days 00:05:47.187500,0 days 00:02:39.224526,0 days 00:00:30,0 days 00:03:41,0 days 00:05:31,0 days 00:07:33.750000,0 days 00:13:30
M9,BW2,167.0,199.5688622754491,115.5614622385935,1.0,104.0,196.0,297.0,400.0,167,0 days 00:05:09.628742,0 days 00:02:34.454831,0 days 00:00:51,0 days 00:03:04.500000,0 days 00:04:56,0 days 00:07:01,0 days 00:11:38
M9,F,400.0,200.5,115.61430130683084,1.0,100.75,200.5,300.25,400.0,400,0 days 00:36:14.202500,0 days 00:07:43.072777,0 days 00:19:57,0 days 00:30:12.750000,0 days 00:36:20.500000,0 days 00:41:49.250000,0 days 00:55:58
M9,I,329.0,197.96352583586625,115.90575916253157,1.0,96.0,197.0,297.0,400.0,329,0 days 00:05:47.483282,0 days 00:02:26.231984,0 days 00:00:54,0 days 00:04:04,0 days 00:05:24,0 days 00:07:17,0 days 00:14:04
M9,O,311.0,201.7556270096463,116.04114158700467,1.0,101.5,205.0,300.5,399.0,311,0 days 00:06:10.215434,0 days 00:02:33.196759,0 days 00:00:49,0 days 00:04:25.500000,0 days 00:05:56,0 days 00:07:46.500000,0 days 00:13:21
